account_id,credit_score,monthly_income,balance,debt_ratio,delinquency_30_days,delinquency_60_days,delinquency_90_days,open_credit_lines,dependents,age,times_90_days_late,real_estate_loans,serious_delinquency,account_open_date
E63LBQGU3O,850,10492,15547,0.2925,0,0,0,8,2,28,0,1,0,2022-07-28
BYGHGK5BWI,454,3779,15945,0.2607,0,0,0,5,0,71,0,0,0,2020-04-28
KOTCKEH5SW,634,4554,26752,0.3885,0,0,0,9,2,49,0,3,0,2021-02-24
2292MTR6SN,708,5510,18415,0.4502,0,0,0,11,0,63,1,2,1,2020-11-09
GLH62C9T19,678,4264,3991,0.2666,2,0,0,8,0,35,0,0,0,2020-04-25
9DXJ37C9H4,587,5466,17478,0.0815,1,1,0,8,1,38,0,1,0,2020-07-19
2M44GV3Z6B,629,7361,42433,0.207,0,0,0,7,1,50,0,1,0,2020-12-13
Z8UUG95RLR,600,4589,5657,0.328,0,0,0,6,0,23,0,0,0,2021-12-22
DIHSA7HEZ7,591,4568,21354,0.3844,0,0,0,7,1,48,0,1,1,2020-02-18
4LAV71448N,734,5767,28999,0.1835,0,0,0,11,0,26,0,1,0,2022-10-24
7ODKEF828X,685,3868,20818,0.038,0,0,0,11,4,37,0,0,0,2021-05-09
G8Y72IVGLY,580,3984,12327,0.1178,0,0,0,7,2,69,1,0,0,2020-07-31
E088O98BV7,739,2866,21366,0.1945,1,1,0,10,0,63,0,1,0,2021-04-25
8HU7F0I9G5,680,4792,38155,0.76,0,0,0,11,3,33,0,2,0,2023-01-02
DZX5QJICJD,731,6429,43569,0.2897,1,0,0,7,2,38,0,1,0,2023-06-23
AN085RNTDR,712,4181,5513,0.1646,1,1,0,9,0,68,0,2,0,2022-05-13
5XYFC4KL8C,567,3089,7751,0.1289,0,0,0,2,4,69,1,1,0,2022-12-04
GN0T6DVWRB,593,4639,9320,0.1716,0,0,0,11,5,42,1,0,1,2022-04-13
7F6FDHGZZ0,724,6236,5592,0.2235,0,0,1,11,3,62,0,1,0,2020-09-12
JKIBU4FMPK,711,5306,38318,0.4074,0,0,0,4,0,24,0,0,0,2020-03-25
XVHAGKC4LO,647,18727,35807,0.218,0,0,0,6,1,58,1,1,0,2021-04-28
RXDTG5NQJQ,661,3314,11007,0.3484,0,0,0,5,1,79,0,0,0,2020-10-31
IJC1YDMT8V,777,4490,14873,0.2464,0,1,0,7,0,60,0,1,0,2020-06-29
T43PT5R5RC,590,7844,49643,0.1307,0,0,0,11,3,70,0,0,0,2022-09-06
6ZS62YWE1G,704,3239,12501,0.3303,0,0,0,11,0,74,0,0,0,2020-10-26
983EP9P9W4,629,15629,51315,0.2038,0,0,1,7,1,43,1,2,0,2023-01-09
J66CNOLJQ5,628,4928,12267,0.3472,1,0,0,7,3,37,0,0,0,2023-10-10
2WSPOFV177,759,6882,30639,0.4186,1,0,0,7,5,67,0,2,0,2020-01-23
UDKTMONRVB,732,4971,6747,0.3173,0,0,0,10,1,21,0,1,0,2022-08-04
JFVYB6LI07,731,9055,46438,0.5738,2,0,0,12,0,55,0,1,0,2021-04-25
6A3KKRZD5E,780,2597,17334,0.134,0,0,0,8,2,39,0,1,0,2021-09-06
9P3JPXGH30,652,12620,94093,0.1973,0,2,0,8,1,37,0,2,0,2021-03-28
153SFLSE45,718,5647,29561,0.1355,0,0,0,6,0,37,0,0,0,2020-06-02
BG34IQ7ZJ3,618,7295,48618,0.2446,0,1,0,11,2,66,0,0,0,2023-07-30
SWEBNVG5VM,682,3155,6934,0.2053,0,0,0,5,1,25,0,1,0,2021-11-23
F60YKNFU84,636,6017,26212,0.5981,0,0,0,10,0,28,0,2,0,2022-08-21
XYJOA21A6X,659,2749,7228,0.307,0,0,0,5,0,56,0,0,1,2022-12-06
VAJ2K8XPNM,709,9950,79583,0.5495,0,1,0,9,1,72,0,3,0,2020-03-25
JQY3ODSX4N,568,2266,7520,0.2816,1,0,0,7,3,28,0,1,1,2021-04-12
XVKDC9X5JZ,850,5391,11717,0.2082,0,0,0,10,0,36,0,1,0,2023-10-22
6KF1622VXY,549,3893,24489,0.2833,1,0,0,8,4,68,0,0,0,2021-09-11
ZX9JPNBZUG,528,1924,7589,0.1765,0,0,0,7,0,69,0,2,0,2020-01-17
0IT26YS445,765,2803,4071,0.275,0,0,0,7,1,33,0,0,0,2021-08-10
GDEJ31GYMD,729,6436,41275,0.1764,1,0,0,6,1,59,0,0,0,2020-10-10
M0L2LJK4Q5,712,2869,11812,0.2613,2,0,0,4,2,77,0,2,0,2023-12-18
V7C6S5NKB4,712,3289,21109,0.1885,0,0,0,5,1,25,1,1,0,2020-12-03
EHOU6QLZ2R,648,6148,37712,0.1908,0,1,0,8,0,21,0,1,0,2022-04-12
WGWAJ1G1R1,560,8509,40646,0.2577,1,1,0,4,0,47,0,1,0,2023-08-18
DWWO8NBHNA,657,7306,43105,0.2787,0,0,0,12,2,35,0,0,0,2020-02-15
L3GYWIYMEN,582,4779,33082,0.2973,0,0,0,7,0,73,0,1,1,2020-02-10
VG3KK0VM59,747,5600,21648,0.7285,0,0,0,12,2,78,1,0,1,2021-08-14
M6MG87OI0E,635,5277,40480,0.4661,0,0,0,6,0,49,0,0,0,2021-05-14
0VGNXB5JTB,567,2639,4920,0.3636,0,0,0,5,0,41,0,0,1,2023-02-03
9XXAYPNTRF,617,5811,45159,0.3335,0,0,0,3,1,38,0,0,0,2022-05-16
ZWKXXJVE3D,691,2625,5905,0.1734,1,0,0,8,0,34,0,0,0,2021-06-14
ZEEDHHJSHZ,593,7105,30569,0.33,1,0,0,2,0,59,0,1,0,2023-11-19
KBRH7LAY64,567,5329,21444,0.4414,0,0,0,5,2,64,0,2,0,2023-03-16
YFDS0DJI9K,674,1341,1277,0.4598,0,0,0,12,2,21,0,1,0,2021-08-29
QDGBK2L0D1,674,8843,17087,0.1192,0,0,0,10,2,55,0,1,0,2022-01-16
B4XGMPW5D3,599,3593,24161,0.5185,0,0,0,9,1,24,0,1,0,2023-10-06
GO8JN42X2E,602,3419,8785,0.3774,1,0,0,4,0,26,1,3,0,2021-05-25
ZC7FOV2YGN,673,8721,4780,0.0307,0,0,0,9,1,30,0,2,0,2020-06-17
MBY49E7EOB,505,4456,29783,0.1351,0,1,0,8,0,45,0,0,0,2023-05-07
JLZY1UU9YM,509,7033,53734,0.3039,1,0,0,5,4,37,0,4,0,2021-08-02
SZDXIMYN4U,578,3320,14910,0.3467,0,0,0,13,0,25,0,0,0,2020-11-05
9BXF445CRI,628,7960,39660,0.6388,0,0,1,14,0,31,0,0,0,2021-05-30
8BIXOIQ2Q4,681,5532,7462,0.1487,0,0,0,9,2,20,0,0,0,2023-04-25
QERXDOUADV,797,6266,47655,0.544,0,0,0,6,1,70,0,0,1,2020-10-31
WKSHY8NBIQ,735,4415,9228,0.1644,0,0,0,13,0,42,0,1,0,2021-10-16
UWRXZE1HM3,634,13067,60359,0.3189,1,0,0,4,1,75,0,1,0,2022-06-19
8KSZBFFZZD,648,15097,116822,0.4726,0,0,0,11,0,27,0,0,0,2023-04-07
VG7OQ2ZDO7,549,1309,5049,0.1651,0,1,1,7,1,61,0,0,1,2021-08-10
4V1QX8ERTB,648,8568,10263,0.5004,0,0,0,8,0,39,0,2,0,2020-01-28
74RS7GU0EN,621,2571,5435,0.2212,0,0,0,8,0,76,0,0,0,2022-05-09
V5SN961J88,682,6672,6911,0.1105,0,0,0,10,0,64,0,1,0,2022-03-12
QEOZ0KZ4Z7,567,1691,5970,0.4961,0,0,0,8,1,26,0,1,0,2020-08-02
WHWKMY9X8S,701,6260,30786,0.3421,0,0,0,8,3,30,0,0,0,2022-10-14
YLEMRUYP04,803,2975,11506,0.2559,0,0,0,5,1,58,0,1,0,2021-02-15
K43SAFYH1F,639,3732,11506,0.2423,0,1,0,5,0,49,1,0,0,2021-12-10
KJ4YK1B3D5,690,3792,6625,0.2054,0,0,0,8,2,48,0,0,0,2020-04-24
050UI22KX7,719,3162,18154,0.386,0,0,0,5,3,30,1,0,0,2023-10-03
N89LTAJW25,609,3214,24866,0.3907,0,0,0,7,1,48,0,0,0,2020-10-27
36ZX1TV18K,672,3870,11520,0.3445,1,0,0,8,0,72,0,0,0,2021-09-30
GYGGSNPUEV,651,4481,19747,0.3662,0,0,0,4,1,64,0,1,0,2022-06-01
JLZFFLB7WX,659,5966,10370,0.5075,0,0,0,4,3,45,0,2,0,2020-10-08
RUM2LHGCSO,572,15009,15891,0.2751,0,1,0,9,1,59,0,0,0,2023-11-21
TDHHLMH1T9,652,2784,4880,0.321,0,0,0,10,1,57,1,1,0,2021-08-02
39AYQ6WW8Y,699,5302,6315,0.3874,0,1,0,6,5,54,0,0,0,2021-10-23
L68NTK63N2,795,7813,40053,0.7396,0,0,0,5,2,27,0,0,0,2023-10-15
QB6GS8G8TA,745,3212,17389,0.1947,1,0,0,8,0,24,0,0,0,2020-07-26
CY15PDTZ91,850,1268,10130,0.3022,1,0,0,3,0,74,0,0,0,2020-01-16
X70FQLDB2U,573,1563,12407,0.3141,0,0,0,6,0,28,0,2,0,2023-09-05
UIJNWPAYTX,737,1296,4942,0.3787,0,0,0,6,1,22,0,0,0,2023-06-24
W1VZC7D2KD,668,12382,27489,0.1622,1,2,1,11,2,65,0,0,0,2022-09-28
1POXRTEO2T,850,7104,29690,0.4097,1,0,0,3,0,22,0,0,0,2022-09-06
8FY620N8TT,569,7735,55942,0.0405,0,0,0,4,1,67,0,0,0,2021-10-23
EAVT8K06MO,566,8855,49713,0.2465,1,0,0,10,1,60,0,2,0,2021-02-24
XSFH4GG244,590,3479,17891,0.2628,0,0,0,6,0,71,0,1,0,2020-12-09
79QTKCD0RL,437,19571,111902,0.096,0,1,0,11,0,50,0,1,1,2023-12-18
EXDW6LQWLV,597,6010,9887,0.1023,0,0,0,11,3,55,0,0,0,2023-07-10
UNLPAIH0P4,574,4704,15803,0.1606,1,1,0,5,0,50,0,3,0,2022-04-15
E05QMKTGV4,665,9566,18583,0.348,0,0,0,7,0,41,1,4,0,2021-08-14
4FTJ5CCASB,684,7334,55880,0.177,0,0,0,9,2,61,0,1,0,2023-02-26
UOV6TT9Q1N,837,10949,21453,0.3834,1,0,0,5,2,34,1,2,0,2020-12-18
I10KQSOSX4,745,11342,21121,0.4227,0,0,0,8,0,45,0,0,0,2023-01-28
3WFSQG8X80,592,3976,29014,0.5643,0,0,0,8,0,63,0,1,0,2022-10-13
RMHRCNBH6N,560,5498,41886,0.3634,0,0,0,5,4,40,0,1,0,2020-08-20
QQB9LZS34J,699,2848,16635,0.241,0,0,0,6,0,50,0,2,0,2022-07-27
TGXNX4SN6S,517,1850,14778,0.109,0,0,0,6,0,42,0,1,0,2023-09-11
M5RRVSFFCX,833,8119,7128,0.2361,0,0,0,3,3,49,0,0,0,2023-03-30
HGNZEI3ZRR,767,8727,51452,0.3538,0,0,0,7,3,47,0,1,0,2020-07-03
HF4ABUFWBU,603,1496,2850,0.0882,0,0,0,8,1,32,0,2,0,2020-10-04
CJG8VUAZXK,478,3196,10620,0.0308,0,0,0,9,0,25,0,1,0,2021-11-04
DQ95G3V23G,785,5082,13748,0.4955,0,0,0,14,0,72,0,1,0,2020-12-16
XJ0MQVINDH,638,5382,37768,0.1734,0,1,0,8,0,55,0,1,0,2023-08-09
4SPFDRWB2S,773,16764,23143,0.2076,1,0,0,9,5,67,0,0,0,2023-02-19
EREV361XSN,490,3373,9502,0.5999,0,0,0,5,2,71,0,2,0,2021-04-18
BTI22NV01Z,590,4434,27372,0.4622,0,0,0,7,1,18,0,0,1,2020-06-07
DERI4K5OGZ,650,7258,44360,0.2491,0,1,0,3,2,32,0,2,0,2020-04-16
2UEAXYLNFX,654,3983,18160,0.3167,0,1,1,8,2,29,0,1,0,2023-05-02
J4PNJY1O2R,604,3630,23948,0.1737,1,0,0,11,0,40,0,1,0,2020-09-25
NTJLMZ04X0,712,3455,3927,0.4671,0,1,1,10,1,68,0,0,0,2020-09-24
QZFHOMTZZF,543,5652,3031,0.3132,0,0,0,11,3,56,0,1,0,2022-07-18
8ADF7PCHCB,635,4423,5636,0.2357,0,0,0,14,0,45,0,1,0,2020-12-16
N9WSZV83XP,662,7401,49122,0.1607,0,0,0,11,3,42,1,1,1,2021-09-22
HX2KBVSIGB,701,6090,25686,0.7237,1,0,0,9,2,39,0,0,1,2022-05-19
IAF92MOVS0,721,854,2888,0.0288,0,1,0,9,0,51,0,1,0,2021-07-14
CDK36M8JVH,537,1718,3878,0.3923,0,1,0,5,0,44,1,2,0,2020-05-29
7UJODCK828,496,3639,5362,0.223,0,0,0,8,1,55,0,1,0,2020-07-13
53UY8U118Q,777,8848,42867,0.1723,0,0,0,10,3,73,0,0,0,2023-06-11
QVAECW9YIL,683,3324,17629,0.447,1,0,0,5,0,24,2,0,0,2020-07-27
8SA3IDY3C7,575,6153,5382,0.3725,0,0,1,8,2,46,0,2,0,2021-09-11
RM6J8Y6RH0,805,7038,7363,0.1115,0,0,1,13,2,57,0,2,0,2021-03-26
5HHIWFD7YX,661,6796,40532,0.1585,1,0,0,2,0,71,0,1,0,2023-10-10
W1TBRWR965,767,3538,13317,0.3122,0,0,0,10,0,53,0,1,0,2023-01-23
R96KHUB2RT,656,2467,7088,0.3518,1,0,0,8,2,72,0,1,0,2023-02-11
SOYG9ZQYAH,850,2236,9227,0.182,0,1,0,10,0,29,0,0,0,2020-04-18
ULWJTIQWNR,825,29218,57336,0.3055,1,0,1,5,1,51,0,0,0,2022-10-30
HZN4KGEUID,625,6459,4488,0.1974,0,0,0,4,0,38,0,0,0,2022-10-03
JIPNF8F3GR,747,14829,46117,0.1606,1,0,0,7,1,20,1,1,0,2022-11-17
94SZ2KUUOY,714,2981,8797,0.3564,0,0,0,5,1,35,0,0,0,2021-12-08
C3RWQMMU7J,786,10394,36564,0.2807,0,0,0,5,3,40,0,1,0,2022-05-24
AE58HUXG2M,553,3691,15799,0.1157,0,0,1,17,1,68,0,2,0,2022-03-17
YR06NKWFG3,718,4830,31397,0.2037,0,0,0,8,1,54,0,2,0,2020-09-16
MWU4CFILKJ,755,4138,30157,0.1394,0,0,0,8,0,57,0,2,0,2022-11-21
XJQ5NV8OGA,474,2899,5315,0.7036,1,0,0,11,0,28,0,0,0,2021-05-28
0X7ZCGDC5T,531,2926,10187,0.1064,0,0,0,2,0,45,0,1,1,2022-04-19
AO1CJFX5LI,446,4800,3247,0.5749,0,0,0,10,1,77,0,2,1,2021-03-30
KWE4BX4LR9,623,3455,18463,0.157,0,0,0,9,3,41,0,0,0,2023-06-17
TJQ8ZGVWWU,721,5303,16497,0.1152,1,1,0,8,3,58,0,1,0,2022-11-04
SXLMT2PNJK,800,2972,11105,0.1915,0,0,0,13,0,68,0,1,0,2023-12-30
A34MQA78RA,657,7513,7517,0.5218,0,0,0,8,3,34,0,1,0,2020-01-30
PKIANOUOF0,812,3729,25445,0.6091,0,0,0,8,0,26,0,0,0,2021-05-19
ONJPI163YK,511,13123,78645,0.5573,0,0,0,9,0,62,0,0,1,2022-10-10
03O4GKWWJW,479,4767,8176,0.3336,0,0,0,9,2,73,0,1,1,2022-03-04
GABTGDJZ0I,644,4622,2511,0.1759,1,0,1,7,0,45,1,0,1,2022-10-01
FRML29Q2L4,688,12863,17700,0.3947,1,0,0,9,2,49,0,0,1,2023-09-11
8C1CQG433E,646,3651,15275,0.2045,0,0,0,7,2,59,0,3,0,2023-11-08
1I1P0BQ1S9,443,3850,25372,0.6143,0,0,0,9,2,72,1,0,0,2023-11-28
RYLLWB7SJW,641,3227,19032,0.4392,0,1,0,6,0,69,0,3,0,2021-04-14
H55HEWLGJE,519,5556,29377,0.0367,0,0,0,6,3,48,0,1,1,2020-11-13
2AB2RVNDFD,716,3161,20520,0.3631,0,0,0,10,0,18,0,1,0,2021-04-19
W79WCXZ2EI,686,7832,33976,0.4425,1,0,0,3,2,78,0,2,0,2023-10-30
9212PGYME6,556,4779,26242,0.1856,0,0,0,9,0,33,0,1,0,2020-11-02
RPKZGGM0J3,598,8130,54970,0.0765,0,0,0,10,0,71,0,1,0,2022-08-23
6TCFKJNAWN,544,7598,35391,0.3273,0,0,1,7,0,50,0,0,1,2021-04-13
GA41IZXTNS,643,3613,18210,0.3475,0,0,0,8,3,24,0,1,0,2020-07-27
RTWLXDSC4E,745,3158,16316,0.3624,1,0,0,7,2,48,0,1,0,2020-08-21
5HRDU4XSZJ,551,4035,30136,0.462,0,1,0,14,4,32,0,2,0,2021-12-14
NVC7HR6C2C,700,4940,19323,0.2676,0,0,0,6,1,51,0,2,0,2021-11-02
U7ONZ3JBCK,596,6005,7080,0.395,0,0,0,5,2,59,0,0,0,2021-06-03
88D0TGSIWG,570,6419,45129,0.2266,0,0,0,10,2,54,0,3,0,2022-03-03
0ODWMQX5GG,639,4821,4431,0.2004,1,0,0,4,0,32,1,0,0,2020-01-20
OMF9PML9LN,546,3265,2762,0.1755,0,0,0,5,5,70,0,1,0,2022-01-09
1P0VUH17J8,594,3456,6788,0.2127,1,0,0,6,2,77,0,1,0,2023-07-21
QO09VS9KKH,530,6707,7046,0.3155,0,0,0,7,0,76,0,1,1,2020-09-03
4A3YJTU7FB,846,3327,14683,0.1973,1,0,1,4,2,75,0,0,0,2022-08-04
MENUI3DO70,653,6878,48627,0.2663,0,0,0,5,0,62,0,3,0,2020-03-04
02G3YU6VK0,580,7014,16349,0.0977,1,0,0,7,0,60,1,0,0,2021-09-14
UCC1M3O55I,671,12336,10803,0.471,0,0,0,4,0,69,0,3,0,2020-01-24
XVA1NKBTFS,638,3683,8802,0.3414,0,0,0,9,1,44,0,1,0,2021-01-07
HB0OQVSHKO,627,4043,10823,0.3502,0,0,0,8,0,71,0,1,0,2020-06-19
ECUBODS1EE,711,1227,8581,0.4614,0,0,0,2,2,53,1,1,0,2023-02-21
URXHW0IC1L,725,2791,15153,0.1375,0,0,0,4,0,54,0,2,0,2023-09-29
7DYPMLVAK9,596,2769,4465,0.2598,0,1,0,6,2,26,0,1,0,2020-06-25
W9PFB3HN14,592,6656,17779,0.3557,0,0,0,10,1,62,2,3,0,2021-10-15
EB8753AYEQ,622,14536,75940,0.1062,1,0,0,9,0,67,0,1,0,2022-01-24
AHTHSJR0FZ,419,6963,6263,0.2593,0,1,0,7,1,48,0,2,0,2020-04-08
AUXBGK2WBX,498,8905,49804,0.1609,0,0,0,7,0,23,0,1,0,2022-10-03
ANJ4X5A5XI,786,3207,22631,0.3834,0,0,0,11,3,67,0,0,0,2022-11-18
N9DL5TGSQ7,814,2395,16774,0.0987,0,0,0,7,0,45,0,1,0,2021-09-11
AITMOFMMWI,625,4250,4010,0.1161,0,0,0,14,0,48,0,0,0,2022-01-11
9S3W563BTK,707,3380,22184,0.1243,1,0,0,5,2,54,0,2,0,2022-07-21
F6XDN8WWII,681,2931,12488,0.1597,1,0,0,11,0,38,0,0,0,2023-10-08
F86LTHET25,850,5602,23822,0.0712,0,0,0,6,0,57,0,1,0,2020-03-18
LZSE99F77L,761,2412,11667,0.2402,0,0,0,16,3,22,0,0,0,2021-12-14
U8EL5015OO,637,8069,28752,0.3562,0,0,0,11,5,31,0,1,0,2020-10-20
P767J2DG1W,554,3867,22645,0.1904,0,0,0,3,0,51,0,1,0,2020-07-11
JUIIYMYRSV,489,4783,13947,0.1452,0,0,0,2,1,29,0,2,0,2020-11-01
ZN4REGB1AJ,670,5218,31850,0.1751,0,0,0,4,2,71,0,1,0,2020-03-09
O091C795RL,574,3714,27656,0.6592,0,0,0,11,2,61,0,2,0,2021-05-10
QIOB0NLW0V,507,10502,15347,0.3474,0,0,0,10,0,55,1,2,0,2020-04-12
S52SQ3B9SO,585,1875,7197,0.195,1,0,0,11,1,61,0,2,0,2021-10-29
0USWBKOK3Q,541,10614,6798,0.1614,0,0,0,11,1,55,0,2,0,2020-03-23
PWBSF3Q0E2,818,3990,15176,0.1061,0,0,1,6,1,56,0,1,0,2022-09-16
7ZEOQGVZHQ,738,8539,32270,0.1215,2,0,0,13,1,72,0,0,0,2020-11-11
JY62ZEEQNS,649,5545,32985,0.6718,0,1,0,11,1,50,0,3,0,2020-04-02
N2S8NN16UX,797,8186,25854,0.5842,2,0,0,6,1,49,0,1,0,2023-11-28
F5GZPL1QWE,657,4577,32727,0.0532,0,0,0,5,0,41,0,0,0,2022-05-09
EHWJQ4TA5I,563,5670,19795,0.079,0,1,0,7,3,64,0,1,1,2021-12-19
VROCVITWU3,802,9497,44108,0.4701,0,0,0,10,1,71,0,0,0,2021-02-02
BFXB4Y4K7B,703,5205,12735,0.3153,0,0,0,12,1,53,0,1,0,2020-08-01
PGYVYV2GQU,546,10916,18233,0.4451,0,0,0,11,1,64,0,0,1,2022-11-13
7DKNNCPTKE,630,6071,32980,0.5771,0,0,0,5,3,63,0,1,0,2020-05-18
ZJSSZWD0W9,562,3166,11574,0.2148,0,0,0,11,0,51,0,1,0,2023-10-20
RY79KVLS9M,511,3972,20377,0.2317,0,0,0,12,1,29,0,1,0,2021-09-08
EUSWRGVZ9A,742,8373,42407,0.168,0,0,0,5,2,75,0,1,0,2020-09-06
AWE429OMUW,840,2335,9735,0.183,0,1,0,9,1,68,0,4,0,2020-08-25
AHK2LSLAYM,510,7908,21868,0.3535,1,0,0,6,0,36,0,2,0,2023-05-06
0WBGLMY62X,706,3946,7798,0.0605,0,0,0,4,5,79,0,0,0,2022-02-28
RW6TM2O04K,584,2266,4231,0.451,0,0,0,10,1,49,0,3,0,2021-03-22
0LTHY25M8K,601,5565,25204,0.2919,1,0,0,7,0,54,0,3,0,2020-05-29
B9W4UOV51Z,590,3228,8796,0.5491,1,0,0,7,0,76,0,0,0,2022-04-21
LBORIQ8HKE,563,3487,16362,0.1088,0,1,0,10,3,59,0,2,0,2020-02-15
226PARSG70,654,3376,21851,0.4253,0,0,0,4,2,24,0,1,0,2022-07-13
S1F537YE0Q,566,5265,22384,0.0829,1,0,0,10,1,62,0,0,1,2023-12-10
ZSA7YVDQBS,677,3889,15687,0.2985,1,0,0,7,2,37,0,1,0,2022-11-14
XLUL6LGJLP,644,6214,47388,0.3742,0,0,0,8,0,34,0,2,0,2023-04-30
EFJAWSHMLF,626,9022,29949,0.4766,1,0,0,10,0,49,0,0,0,2023-11-11
ZKICWMPEQY,559,6802,4917,0.3563,0,0,0,7,2,47,0,2,1,2020-10-27
DBPGVV4ZWL,592,14518,103263,0.199,0,0,0,15,0,42,0,1,0,2021-08-07
3ZYT91QE37,725,16828,36740,0.1783,0,0,0,6,1,79,0,0,0,2022-12-30
QQYZQII4W6,700,4129,20564,0.1836,0,0,0,5,0,35,0,1,0,2023-03-06
OZX25QBRMQ,552,2461,18536,0.1951,0,0,1,8,0,69,0,1,0,2021-11-04
G1VED32LX2,659,4132,25146,0.6387,0,0,0,10,3,60,0,1,0,2020-01-15
TOOWT9NM3V,725,5276,35633,0.0609,0,0,1,7,0,37,0,0,0,2023-02-11
2P2TIXC7UR,483,18684,68683,0.1607,0,0,0,8,2,62,0,1,0,2021-12-31
VQT3G8CD31,704,3924,15475,0.4355,0,0,0,9,1,23,0,0,0,2022-11-19
NRXD356WAF,583,5806,5490,0.101,0,0,0,6,3,36,0,0,0,2020-02-02
FTOUHYLU6K,707,3265,18007,0.5101,0,0,0,10,0,51,0,2,0,2022-07-27
7P9MDA9OEK,573,3991,24273,0.271,1,0,0,6,0,66,0,0,0,2021-08-07
NTBZ3M55IZ,469,2371,10603,0.5132,0,0,0,6,2,39,0,1,0,2021-01-30
OLNNTXRGN7,487,2043,14088,0.1376,0,0,0,6,3,59,0,0,0,2022-09-02
4F9YECAZRP,654,11120,14686,0.5346,0,1,1,5,2,67,0,0,1,2020-07-29
9DXOQ2VPGS,675,9318,10807,0.1738,1,0,0,4,2,34,0,0,0,2022-10-18
TQMGVU4ISO,559,3937,5784,0.4365,0,0,0,4,1,61,1,0,0,2023-07-25
TN9UZERYF0,713,9302,64854,0.3459,0,0,0,5,2,25,0,1,0,2021-12-22
992QC6DR08,483,2243,4264,0.6232,0,0,0,5,0,57,0,0,0,2023-01-16
CW2LBM2QSQ,643,4429,4623,0.136,0,0,0,6,0,40,0,2,0,2023-05-13
0P82KB700U,528,5456,35194,0.1821,0,0,0,7,0,38,0,3,1,2020-09-04
CRGB93WKCS,584,10505,60240,0.1805,2,0,0,11,1,56,0,1,0,2021-11-06
4KEK4AEGVF,654,5533,9394,0.3984,0,1,0,11,0,22,0,0,0,2020-01-18
Q3JZR25MDF,563,6814,42420,0.2523,0,0,0,15,0,53,1,0,0,2021-03-22
7FR91IPWH0,611,3707,10038,0.1683,0,1,0,8,3,59,0,1,0,2021-08-08
MX1EGOK01T,750,5758,4145,0.2651,0,0,0,11,2,40,0,5,0,2021-03-17
NZRF5A7QY8,592,10494,7991,0.603,1,0,0,6,0,64,0,0,0,2023-02-08
YB7W8P74MJ,733,1863,2624,0.3197,2,0,0,8,0,50,0,0,0,2020-04-06
DXO100VHMY,537,9717,64568,0.2684,2,1,0,11,0,22,1,1,1,2023-01-06
GTY3ADDQHK,702,4333,15082,0.1884,0,0,0,9,5,64,1,1,0,2023-04-24
GAD7X48WZE,794,2114,7045,0.361,0,0,1,6,0,49,0,1,0,2020-05-17
4EX6U86ZJQ,402,4186,26999,0.2792,1,0,0,9,1,62,0,3,0,2022-02-20
7W7JP61LFC,570,10657,56983,0.6795,0,0,1,5,5,64,0,0,1,2021-08-16
1NLC8JPR7V,707,3679,26184,0.1516,0,1,0,10,1,55,0,0,0,2021-07-14
GRF1HX6ZDC,629,5881,4037,0.2199,0,0,0,6,1,54,0,1,0,2020-11-01
UJQ6FX7XJZ,687,1867,3261,0.4878,0,1,0,7,0,72,0,2,0,2021-11-28
6US7RP422T,589,1643,11342,0.2393,0,0,0,10,1,77,0,1,0,2023-09-02
A83RU7MYOW,658,2575,19837,0.2331,0,0,0,8,0,57,0,3,0,2023-01-31
8DT8CQ1XGB,634,9024,24465,0.2144,1,0,0,6,0,69,2,0,0,2022-01-27
NGZ6WMDW0F,766,4767,3695,0.1231,0,0,0,7,0,63,1,0,0,2022-01-20
GZVRCTLT4Q,675,9507,5533,0.2134,0,0,0,8,1,73,0,2,0,2023-10-25
9BC2BE3YQY,683,9846,7060,0.5599,0,0,0,11,5,56,1,1,0,2022-12-17
5FU7BFXQ7B,608,3118,16968,0.2667,2,0,0,2,1,46,0,0,0,2020-03-14
ZEGBL2QGV3,601,12584,30046,0.251,0,0,0,10,5,28,1,1,0,2022-06-17
DR2H2P39YL,606,3545,11629,0.1652,0,0,0,12,0,22,0,1,0,2020-12-03
9UE421VMEF,689,8957,29388,0.4032,0,0,0,10,0,72,0,1,0,2020-11-06
OZTP7BD4W1,607,8740,20613,0.1653,0,0,0,2,4,54,0,2,0,2020-05-02
ARAGDX5O31,678,5110,9448,0.2223,2,0,0,7,1,76,0,1,0,2022-01-11
YHXSO7VBGR,850,5115,22593,0.4134,0,1,0,9,0,39,0,1,0,2023-07-05
8W2MAIETDN,737,5956,6033,0.2474,0,0,0,9,1,45,0,0,1,2020-12-04
1TH1XJG2Y8,617,5267,20722,0.4689,0,0,0,7,3,39,0,0,0,2021-09-14
RGYBXKPM21,770,3889,14181,0.5178,0,0,1,5,0,27,0,0,0,2023-12-10
B07G2RE6ZV,609,3693,9895,0.3982,0,0,0,6,2,62,0,0,0,2020-04-26
LHYL2LD05N,446,3907,4359,0.153,0,0,0,9,0,54,0,3,0,2022-01-23
HQR6F7QNEZ,549,10208,55388,0.276,0,0,0,6,0,59,0,2,0,2023-06-12
W9HEYCE4QG,462,1895,9506,0.4982,0,0,0,9,4,77,0,2,0,2021-11-28
M5V2WWG84D,614,3647,22124,0.6211,1,0,0,15,0,77,0,1,0,2022-12-30
4R9V4K00IL,651,4041,18147,0.3396,0,0,0,5,0,40,0,1,0,2023-07-01
